step,loss/entropy_loss
2000,-0.923886850476265
4000,-0.8933858126401901
6000,-0.865668335556984
8000,-0.8410242855548858
10000,-0.8163891613483429
12000,-0.8366703559954962
14000,-0.8554980168739954
16000,-0.8473072240749996
18000,-0.8433913389841715
20000,-0.8418584436178207
22000,-0.8457290460666019
24000,-0.8293318599462507
26000,-0.8210224757591884
28000,-0.8167342364788055
30000,-0.8167195916175842
32000,-0.8238149871428808
34000,-0.8495885163545609
36000,-0.8233387241760889
38000,-0.8213647027810413
40000,-0.8253665397564571
42000,-0.8417504260937374
44000,-0.848660723368327
46000,-0.8483405113220215
48000,-0.8529805590709051
50000,-0.8420014371474582
52000,-0.8425647854804993
54000,-0.8458573818206787
56000,-0.8438569068908691
58000,-0.8104391048351924
60000,-0.8029178907473883
62000,-0.7792387415965398
64000,-0.7935805569092432
66000,-0.8032746295134228
68000,-0.8183733274539312
70000,-0.8287274221579235
72000,-0.8418877681096395
74000,-0.8240562200546264
76000,-0.8008819411198298
78000,-0.8293730894724527
80000,-0.8161266366640728
82000,-0.8325974702835083
84000,-0.835438887278239
86000,-0.8497468213240305
88000,-0.8313716332117715
90000,-0.8399912814299265
92000,-0.8503528505563736
94000,-0.8862967818975449
96000,-0.9127793023983639
98000,-0.9056414872407913
100000,-0.9302281200885772
