step,loss/approx_kl
2000,-0.0632065223219494
4000,-0.03288485975159953
6000,-0.09822841510176658
8000,-0.06641902333746354
10000,-0.07471248896326871
12000,-0.04484023247690251
14000,-0.05544572059685985
16000,-0.07661762561959524
18000,-0.06843430184138317
20000,-0.06232328062566618
22000,-0.025987828763512272
24000,-0.03564324810480078
26000,-0.07129301256500184
28000,-0.01982034902709226
30000,-0.062414805948113404
32000,-0.0374344232181708
34000,0.1331429829200109
36000,-0.03377359633644422
38000,-0.08125599933167299
40000,-0.02581746991102894
42000,-0.06077903158341845
44000,-0.050903219838316235
46000,-0.05164810020942241
48000,-0.03520099390298128
50000,-0.03845049251491824
52000,-0.04687898408155888
54000,-0.035115475393831724
56000,-0.03966119283189376
58000,-0.06720609779004007
60000,-0.04093873829891285
62000,-0.02679342889071753
64000,-0.04747730119464298
66000,-0.015907311850848295
68000,-0.036916833735692
70000,-0.04636880715067188
72000,0.1952368707706531
74000,-0.058422224021827174
76000,-0.05019600323090952
78000,-0.050269119457031296
80000,-0.04370394529153903
82000,-0.06041404389155407
84000,-0.03927209605462849
86000,-0.04094305378384889
88000,-0.03807821972295642
90000,0.14061931596758465
92000,-0.046037767299761376
94000,-0.07243154413687686
96000,-0.047342734814931946
98000,0.013005621327708166
100000,-0.019776532317822178
