step,loss/approx_kl
2000,0.006486861050749819
4000,-4.123707767575973e-05
6000,-0.03715961950365454
8000,-0.02042228903931876
10000,-0.05552634788521875
12000,-0.04627873781137168
14000,-0.05534291988393912
16000,-0.054464612753751376
18000,-0.0327284776372835
20000,-0.03705606035267313
22000,0.0004047441218669216
24000,-0.04054279403450589
26000,-0.03422451250565549
28000,-0.020383823825977743
30000,-0.036464122504306334
32000,-0.014068380828636384
34000,-0.010257662599906325
36000,-0.02657259616535157
38000,-0.023946583690121773
40000,-0.025506958427528544
42000,-0.02755186584933351
44000,-0.036542712314985695
46000,-0.03329224285359184
48000,-0.022160657953160506
50000,-0.04018437942334761
52000,-0.02082815590935449
54000,-0.03553131114070614
56000,0.01178166736693432
58000,-0.05005974304707099
60000,-0.03314335952357699
62000,-0.005199058509121338
64000,-0.004731222203311821
66000,-0.0013582517780984446
68000,-0.002056027708264688
70000,-0.009032358159311115
72000,-0.01958224132346611
74000,-0.02466890636521081
76000,0.0066601301000143096
78000,-0.0005968363722786305
80000,-0.029472344679137074
82000,-0.02923767600829403
84000,0.005991425404014687
86000,-0.015208009405372041
88000,-0.02036877607461065
90000,-0.039913827111013225
92000,-0.0006746711597467461
94000,-0.016890132908398907
96000,-0.014409237510214251
98000,0.059529392017672454
100000,-0.022807168199991186
