step,loss/entropy_loss
2000,-0.9152943084637324
4000,-0.9072006007035573
6000,-0.9222557723522185
8000,-0.9205548495054245
10000,-0.9206566741069159
12000,-0.903137363990148
14000,-0.8979193488756817
16000,-0.8876384735107422
18000,-0.8951654434204102
20000,-0.8651327242453892
22000,-0.8677568604548771
24000,-0.8506786078214645
26000,-0.8475086688995359
28000,-0.8588272869586945
30000,-0.8463227351506551
32000,-0.8293841749429702
34000,-0.8395974397659302
36000,-0.8221327642599743
38000,-0.7815825740496317
40000,-0.7687994639078777
42000,-0.7829991380373637
44000,-0.7576854368050895
46000,-0.7575463910897573
48000,-0.7453878164291382
50000,-0.7341705332199733
52000,-0.7184071332216262
54000,-0.7170727123816808
56000,-0.7090273886919023
58000,-0.6972302218278249
60000,-0.6832160661617914
62000,-0.6738849053780238
64000,-0.6455575535694758
66000,-0.6281867523988088
68000,-0.6220844099919002
70000,-0.6226163496573766
72000,-0.6192585498094558
74000,-0.6136192192633947
76000,-0.5939712713162104
78000,-0.5920623570680619
80000,-0.5910028785467147
82000,-0.5955823640028636
84000,-0.5865349580844244
86000,-0.5856865495443345
88000,-0.5655764728784561
90000,-0.571362108985583
92000,-0.5630275895198187
94000,-0.5723103433847426
96000,-0.5770696818828582
98000,-0.5640521357456842
100000,-0.5540725668271382
