step,loss/policy_loss
10000,0.017464090315597015
20000,0.0801157998327499
30000,0.26322894438459354
40000,0.02638455175401206
50000,0.12574956337915463
60000,0.052714827718338686
70000,0.11759386441377154
80000,0.039238550541614986
90000,0.1640702596889781
100000,0.009487837931786414
110000,0.09302732965861261
120000,0.04766315610176445
130000,0.04579498844397166
140000,0.04991365199197603
150000,0.03223579507000086
160000,0.043580458556886935
170000,0.023172192267994652
180000,0.06939932199543106
190000,0.029150354475415897
200000,0.5416004410734592
210000,0.05491732684090268
220000,0.09767911025297303
230000,0.09732780389643048
240000,0.14200700167693137
250000,0.06961465218134391
260000,0.029901266322202368
270000,0.06918633862076252
280000,0.07047823751854018
290000,0.09435095871332883
300000,0.040199757651618886
310000,0.14577522007750698
320000,0.20132590437349554
330000,0.1317619495947853
340000,0.02979488552478853
350000,0.0767899975747639
360000,0.17252031349612346
370000,0.13067775706264387
380000,0.05885383896430494
390000,0.03506275442242817
400000,0.04358353071816296
410000,0.05451438032885837
420000,0.26912635504528026
430000,0.0703716749407712
440000,0.07675523286944563
450000,0.02243339968688734
460000,0.13210428995660556
470000,0.0387495693082327
480000,0.1640550039925473
490000,0.0669374132716439
500000,0.11042388868570938
