step,loss/entropy_loss
2000,-0.9086823761463165
4000,-0.8800770233074824
6000,-0.8589050908883411
8000,-0.8291572143634159
10000,-0.8123768885930378
12000,-0.8140948295593262
14000,-0.7952176143725713
16000,-0.7591809938351315
18000,-0.7488155821959178
20000,-0.7435486704111101
22000,-0.7481840481360753
24000,-0.7291725575923919
26000,-0.7325914959112804
28000,-0.728187687198321
30000,-0.7359090973933539
32000,-0.7432229022185008
34000,-0.7469501435756684
36000,-0.7292172094186146
38000,-0.7185225794712702
40000,-0.7085899343093235
42000,-0.7279069930315017
44000,-0.7266889214515686
46000,-0.7266889214515686
48000,-0.7258518934249878
50000,-0.7258518934249878
52000,-0.7258518934249878
54000,-0.7252561450004578
56000,-0.7252561450004578
58000,-0.7252561450004578
60000,-0.7252561450004578
62000,-0.7252561450004578
64000,-0.7252561450004578
66000,-0.7252561450004578
68000,-0.7252561450004578
70000,-0.7252561450004578
72000,-0.7252561450004578
74000,-0.7252561450004578
76000,-0.7252561450004578
78000,-0.7252561450004578
80000,-0.7252561450004578
82000,-0.7252561450004578
84000,-0.7252561450004578
86000,-0.7252561450004578
88000,-0.7252561450004578
90000,-0.7252561450004578
92000,-0.7252561450004578
94000,-0.7252002954483032
96000,-0.7252002954483032
98000,-0.7252002954483032
100000,-0.7252002954483032
