step,loss/approx_kl
2000,-0.00499081031884998
4000,0.009064840773741405
6000,-0.06283135843308021
8000,-0.007805533396701018
10000,-0.050626803624133264
12000,-0.02374600439021985
14000,-0.05611682996774715
16000,-0.042579054141727586
18000,-0.046223000374933085
20000,0.07298506428487599
22000,0.07243628720752895
24000,0.1511965315788984
26000,-0.011919104191474617
28000,0.00818731237668544
30000,-0.016046906999933223
32000,-0.01332999711545805
34000,0.04149563871324062
36000,-0.024884066684171556
38000,-0.033297461271286015
40000,-0.032734929715904096
42000,-0.028846777494375902
44000,-0.016286877697954578
46000,-0.016437606529022257
48000,-0.01813794690339516
50000,-0.01797796554553012
52000,-0.020938123972155154
54000,-0.021105421078391372
56000,-0.034627522916222606
58000,-0.03729140715828787
60000,-0.019612119579687712
62000,-0.005879125767387449
64000,0.0011170401005074382
66000,0.0008269089817379916
68000,-0.009817125337819258
70000,-0.008250137333137295
72000,-0.04635110057424754
74000,-0.02011146271446099
76000,0.0015610609746848543
78000,-0.005919610251051684
80000,-0.014899393209877113
82000,-0.021363796200603247
84000,0.0025901255353043473
86000,-0.01929106797712545
88000,-0.02100364752113819
90000,-0.03241195163379113
92000,-0.0037701937602832906
94000,-0.008169074240140618
96000,-0.019094897597096865
98000,-0.006245133971484998
100000,-0.003633101920907695
