step,loss/entropy_loss
2000,-0.9140396644671759
4000,-0.9101396719614664
6000,-0.9118764281272889
8000,-0.8734203765789668
10000,-0.8290273755788803
12000,-0.8209449549516042
14000,-0.8311328490575154
16000,-0.8056392590204874
18000,-0.7863745182752611
20000,-0.7661931802829107
22000,-0.7652950674295427
24000,-0.7661473751068115
26000,-0.758250825603803
28000,-0.7499060183763503
30000,-0.7214358975489934
32000,-0.7172412713368733
34000,-0.7147386272748312
36000,-0.7088147232929867
38000,-0.685879651705424
40000,-0.6890084852774938
42000,-0.6895496815443038
44000,-0.688523839910825
46000,-0.6751459976037345
48000,-0.654982860883077
50000,-0.6535332053899765
52000,-0.6460203677415848
54000,-0.6316272556781768
56000,-0.6108388900756837
58000,-0.5997497022151947
60000,-0.5733220418294273
62000,-0.5692990154027939
64000,-0.5671652545531591
66000,-0.5508203903834025
68000,-0.5390128791332245
70000,-0.5407193968693416
72000,-0.5374847730000814
74000,-0.5327312608559926
76000,-0.4967621972163519
78000,-0.5088782211144764
80000,-0.5091635664304097
82000,-0.5005438745021821
84000,-0.4968067655960719
86000,-0.5115380436182021
88000,-0.5119950910409291
90000,-0.498124498128891
92000,-0.49913324515024815
94000,-0.48473788797855377
96000,-0.49103275040785477
98000,-0.48197627663612364
100000,-0.47889076471328734
