step,adv_reward/adv_reward_raw_min
2000,95.15322875976562
4000,521.210205078125
6000,235.67431640625
8000,181.3233184814453
10000,255.95742797851562
12000,368.0600280761719
14000,555.7736206054688
16000,-11.789422988891602
18000,-22.137880325317383
20000,86.41822814941406
22000,-26.348203659057617
24000,232.90402221679688
26000,286.765869140625
28000,-23.837316513061523
30000,-19.99709701538086
32000,295.74658203125
34000,-23.858858108520508
36000,22.281286239624023
38000,384.7496643066406
40000,-100.0
42000,271.44976806640625
44000,-21.97478485107422
46000,-13.87218189239502
48000,304.0888977050781
50000,42.22639846801758
52000,-12.670517921447754
54000,28.00328254699707
56000,166.9727783203125
58000,-23.801603317260742
60000,-11.433062553405762
62000,-23.504600524902344
64000,206.6588592529297
66000,15.432696342468262
68000,-24.42644691467285
70000,120.40621948242188
72000,204.67861938476562
74000,-10.511810302734375
76000,42.132320404052734
78000,280.4183349609375
80000,475.1070251464844
82000,510.0453796386719
84000,336.4671936035156
86000,-13.315436363220215
88000,259.40338134765625
90000,-12.224283218383789
92000,119.67483520507812
94000,290.60931396484375
96000,206.408935546875
98000,38.19209289550781
100000,-12.848344802856445
