step,adv_reward/adv_reward_raw_max
2000,149.0040283203125
4000,305.2084045410156
6000,320.759521484375
8000,100.62724304199219
10000,77.74425506591797
12000,217.2679443359375
14000,365.36358642578125
16000,7.669188499450684
18000,229.5556182861328
20000,79.31485748291016
22000,164.8255615234375
24000,175.91732788085938
26000,36.79762649536133
28000,228.14793395996094
30000,-8.127022743225098
32000,188.87673950195312
34000,236.4730987548828
36000,176.8393096923828
38000,68.71707916259766
40000,-9.227313041687012
42000,161.28916931152344
44000,203.1083221435547
46000,450.31622314453125
48000,548.8898315429688
50000,295.9341735839844
52000,393.0098876953125
54000,446.4558410644531
56000,101.64813232421875
58000,461.517822265625
60000,553.2189331054688
62000,544.6939697265625
64000,499.2811584472656
66000,383.95184326171875
68000,100.8837661743164
70000,735.4642333984375
72000,690.5355834960938
74000,138.486083984375
76000,462.9161376953125
78000,653.1104736328125
80000,333.8798828125
82000,240.3013153076172
84000,673.75
86000,91.69461059570312
88000,389.051025390625
90000,278.5574035644531
92000,309.5081481933594
94000,334.5906677246094
96000,682.3577270507812
98000,275.8104248046875
100000,507.796630859375
