step,adv_reward/adv_reward_scaled_max
2000,355.5999450683594
4000,375.6302185058594
6000,478.21575927734375
8000,538.2186889648438
10000,484.2061462402344
12000,629.0333251953125
14000,583.7472534179688
16000,364.8166198730469
18000,391.792236328125
20000,430.3893737792969
22000,344.1039733886719
24000,342.0317077636719
26000,439.2064514160156
28000,346.3995361328125
30000,426.9687194824219
32000,447.6494445800781
34000,343.00408935546875
36000,342.9427185058594
38000,946.5929565429688
40000,343.3468322753906
42000,341.04180908203125
44000,342.748291015625
46000,365.1258850097656
48000,341.6199035644531
50000,342.57916259765625
52000,344.6363525390625
54000,342.9992370605469
56000,486.64886474609375
58000,342.83465576171875
60000,342.96844482421875
62000,454.8784484863281
64000,396.76043701171875
66000,353.13946533203125
68000,342.5481262207031
70000,391.3103942871094
72000,399.45306396484375
74000,343.35394287109375
76000,346.2550048828125
78000,341.8945617675781
80000,347.40838623046875
82000,341.9743347167969
84000,342.9050598144531
86000,433.7699279785156
88000,426.43780517578125
90000,509.8036804199219
92000,343.2012939453125
94000,345.9566955566406
96000,342.1748352050781
98000,342.4649353027344
100000,341.8208312988281
