step,adv_reward/adv_reward_scaled_min
2000,299.0694274902344
4000,364.5767517089844
6000,468.297119140625
8000,299.0694274902344
10000,469.8649597167969
12000,624.9256591796875
14000,569.3141479492188
16000,360.9994812011719
18000,382.6787109375
20000,420.0094909667969
22000,339.1026611328125
24000,335.6642761230469
26000,437.4822998046875
28000,341.6644592285156
30000,418.6224060058594
32000,437.846923828125
34000,299.0694274902344
36000,335.6950988769531
38000,935.0755615234375
40000,341.5183410644531
42000,334.6476745605469
44000,341.2193298339844
46000,363.6685485839844
48000,334.5002746582031
50000,334.4244689941406
52000,342.0461120605469
54000,334.4960021972656
56000,477.1757507324219
58000,340.39013671875
60000,339.90216064453125
62000,446.3365173339844
64000,394.9076232910156
66000,344.30743408203125
68000,339.8622741699219
70000,383.929443359375
72000,397.1592102050781
74000,299.0694274902344
76000,299.0694274902344
78000,340.7327575683594
80000,341.3282165527344
82000,335.73345947265625
84000,341.0126037597656
86000,420.7844543457031
88000,410.0306701660156
90000,500.32440185546875
92000,335.01397705078125
94000,334.9659729003906
96000,339.8930358886719
98000,340.32427978515625
100000,340.3401794433594
