step,adv_reward/adv_reward_raw_mean
2000,-25.834701538085938
4000,44.541847229003906
6000,229.9944610595703
8000,216.773193359375
10000,229.38262939453125
12000,458.093017578125
14000,383.41790771484375
16000,32.24114227294922
18000,81.13666534423828
20000,143.18133544921875
22000,-9.54262924194336
24000,-13.215353012084961
26000,169.2641143798828
28000,-4.327506065368652
30000,145.29930114746094
32000,178.97622680664062
34000,-32.14403533935547
36000,-12.027876853942871
38000,859.3905639648438
40000,-9.071542739868164
42000,-20.086097717285156
44000,-9.37683391571045
46000,35.14950942993164
48000,-17.85894775390625
50000,-16.31601905822754
52000,-6.726123332977295
54000,-15.793734550476074
56000,239.44349670410156
58000,-10.682568550109863
60000,-10.151203155517578
62000,189.31137084960938
64000,93.89604187011719
66000,3.2580909729003906
68000,-11.25889778137207
70000,81.58821868896484
72000,98.22807312011719
74000,-32.39833450317383
76000,-30.32820701599121
78000,-10.764583587646484
80000,-6.2906904220581055
82000,-12.55927562713623
84000,-9.146240234375
86000,152.92098999023438
88000,135.47454833984375
90000,281.55670166015625
92000,-11.781006813049316
94000,-11.292976379394531
96000,-11.245077133178711
98000,-10.399632453918457
100000,-11.023629188537598
