step,adv_reward/adv_reward_scaled_mean
2000,334.3143615722656
4000,369.35711669921875
6000,474.689697265625
8000,474.7570495605469
10000,474.3260192871094
12000,626.3450317382812
14000,574.182861328125
16000,362.9557189941406
18000,388.7970886230469
20000,423.28485107421875
22000,341.8289489746094
24000,340.01629638671875
26000,438.3347473144531
28000,344.4187316894531
30000,424.4915466308594
32000,444.03704833984375
34000,331.1439208984375
36000,340.60443115234375
38000,941.8477172851562
40000,342.0589599609375
42000,336.63824462890625
44000,341.907470703125
46000,364.4574890136719
48000,337.73455810546875
50000,338.49652099609375
52000,343.2231750488281
54000,338.75360107421875
56000,480.502197265625
58000,341.26177978515625
60000,341.52496337890625
62000,450.142333984375
64000,395.722900390625
66000,348.22064208984375
68000,340.97711181640625
70000,389.03765869140625
72000,398.09649658203125
74000,331.01776123046875
76000,332.04681396484375
78000,341.220458984375
80000,343.44366455078125
82000,340.3406982421875
84000,342.02203369140625
86000,428.8752136230469
88000,418.9123229980469
90000,506.9224853515625
92000,340.7291564941406
94000,340.975341796875
96000,340.98333740234375
98000,341.4014892578125
100000,341.092529296875
