step,stat/ep_return
2000,10.033377618631544
4000,6.58817598287807
6000,9.200809247007962
8000,10.543393515414479
10000,16.567494665986658
12000,15.726169102524036
14000,11.86689707795607
16000,10.441330437218046
18000,14.482854339191258
20000,11.26801523471374
22000,12.357531070380848
24000,11.488349525994192
26000,13.644654373220892
28000,10.148163288982289
30000,18.04002273513458
32000,13.356866730614238
34000,17.940566072424144
36000,15.509396276344527
38000,15.02587240241096
40000,22.10075680520963
42000,14.820721771099915
44000,7.926097084441752
46000,7.706061653699639
48000,7.301952850098369
50000,7.235767136218124
52000,6.567236964279351
54000,8.247563905617188
56000,7.788573346424963
58000,6.764650628250021
60000,7.224335088774801
62000,7.105792240947389
64000,8.214446343107626
66000,6.917579687759404
68000,7.823747785659277
70000,6.408340008369592
72000,7.079030043992111
74000,7.0583500705853695
76000,6.270461446852904
78000,9.474251356041247
80000,8.477451283463077
82000,8.959557449473284
84000,8.206149009038805
86000,8.86315450468743
88000,6.768609251284396
90000,9.322279293383595
92000,6.5403096123143
94000,8.451878810321471
96000,9.552436690464898
98000,6.70242437311043
100000,7.8416720572864005
