step,adv_reward/adv_reward_scaled_min
2000,99.99948120117188
4000,-99.99967956542969
6000,99.89081573486328
8000,99.85803985595703
10000,-99.99967956542969
12000,-67.37419128417969
14000,100.0
16000,-91.54742431640625
18000,-92.52283477783203
20000,99.95369720458984
22000,49.30027389526367
24000,-72.85167694091797
26000,-99.99967956542969
28000,100.0
30000,99.99813079833984
32000,-99.99967956542969
34000,100.0
36000,99.98925018310547
38000,-90.3396224975586
40000,99.98489379882812
42000,99.98221588134766
44000,-36.88111114501953
46000,-88.23554229736328
48000,100.0
50000,100.0
52000,100.0
54000,39.79078674316406
56000,95.24937438964844
58000,-17.886320114135742
60000,99.99989318847656
62000,-61.638084411621094
64000,100.0
66000,96.65438079833984
68000,-92.6135482788086
70000,76.58915710449219
72000,99.99939727783203
74000,-99.99967956542969
76000,99.99994659423828
78000,99.91352844238281
80000,-67.6792984008789
82000,99.99884796142578
84000,99.99815368652344
86000,99.97187042236328
88000,-99.99967956542969
90000,-90.3497085571289
92000,-68.7875747680664
94000,99.86874389648438
96000,99.80007934570312
98000,99.97975158691406
100000,99.99949645996094
