step,adv_reward/adv_reward_raw_min
2000,-100.0
4000,62.73166275024414
6000,173.60133361816406
8000,158.82357788085938
10000,67.20287322998047
12000,-24.39781951904297
14000,345.8154602050781
16000,-11.15041732788086
18000,-13.136658668518066
20000,297.80169677734375
22000,22.951139450073242
24000,-13.162095069885254
26000,335.2499084472656
28000,-15.157530784606934
30000,293.4279479980469
32000,305.9421691894531
34000,-100.0
36000,29.57611846923828
38000,224.77926635742188
40000,104.85095977783203
42000,286.682373046875
44000,-100.0
46000,205.2429656982422
48000,210.31141662597656
50000,155.97450256347656
52000,152.76109313964844
54000,242.37481689453125
56000,20.748151779174805
58000,242.00889587402344
60000,253.87940979003906
62000,-24.148086547851562
64000,-23.559228897094727
66000,9.05366039276123
68000,-11.8636474609375
70000,113.60830688476562
72000,242.32479858398438
74000,-22.08241081237793
76000,77.04096984863281
78000,-12.6753568649292
80000,102.84137725830078
82000,206.6484375
84000,86.121826171875
86000,-100.0
88000,18.00493621826172
90000,-22.599740982055664
92000,-13.360584259033203
94000,194.01901245117188
96000,232.2104034423828
98000,-12.206902503967285
100000,176.6585235595703
