step,stat/step_time
2000,0.664740800857544
4000,0.6012561321258545
6000,0.6413838863372803
8000,0.6237971782684326
10000,0.6019847393035889
12000,0.6038846969604492
14000,0.5926804542541504
16000,0.5410335063934326
18000,0.612060546875
20000,0.5526094436645508
22000,0.5607161521911621
24000,0.6493206024169922
26000,0.5870547294616699
28000,0.6731369495391846
30000,0.6252288818359375
32000,0.6075544357299805
34000,0.5438628196716309
36000,0.6032662391662598
38000,0.5925934314727783
40000,0.6369297504425049
42000,1.985933780670166
44000,0.5788540840148926
46000,0.5501487255096436
48000,0.6261932849884033
50000,0.568833589553833
52000,0.5456850528717041
54000,0.5052433013916016
56000,0.595583438873291
58000,0.5570597648620605
60000,0.6086246967315674
62000,0.6113531589508057
64000,0.5416843891143799
66000,0.5931177139282227
68000,0.6190783977508545
70000,0.5170736312866211
72000,0.5254812240600586
74000,0.5686025619506836
76000,0.5167276859283447
78000,0.8385655879974365
80000,0.5783674716949463
82000,0.5198240280151367
84000,0.5506472587585449
86000,0.5894584655761719
88000,0.5155022144317627
90000,0.5848894119262695
92000,0.5588512420654297
94000,0.5733315944671631
96000,0.6326148509979248
98000,0.5333418846130371
100000,0.5435707569122314
