step,stat/ep_length
2000,12.3
4000,10.9
6000,23.0
8000,8.9
10000,8.5
12000,23.7
14000,9.8
16000,11.6
18000,25.1
20000,9.7
22000,9.1
24000,25.0
26000,9.7
28000,9.3
30000,24.8
32000,9.2
34000,10.5
36000,23.1
38000,12.0
40000,8.9
42000,23.6
44000,12.4
46000,8.9
48000,23.3
50000,8.3
52000,10.8
54000,22.6
56000,11.1
58000,9.2
60000,24.0
62000,9.9
