step,stat/constraint_violation
2000,1175
4000,2562
6000,4148
8000,5651
10000,7151
12000,8672
14000,10199
16000,11708
18000,13375
20000,14838
22000,16321
24000,17940
26000,19456
28000,20989
30000,22640
32000,24161
34000,25706
36000,27314
38000,28757
40000,30296
42000,31899
44000,33402
46000,34933
48000,36513
50000,37987
52000,39554
54000,41246
56000,42667
58000,44176
60000,45776
62000,47221
