step,stat/ep_return
2000,5.078154691306214
4000,3.832357605930004
6000,4.658495465467654
8000,2.1215299362600506
10000,2.4289843254654935
12000,4.478951645317887
14000,2.855323902415701
16000,3.701118663918783
18000,5.464408456584802
20000,2.855614321636095
22000,2.931766841911341
24000,4.7068256977114675
26000,3.229522040186744
28000,2.330675162757465
30000,3.535372239161763
32000,2.805362955260915
34000,3.0894889411295923
36000,4.947746774165946
38000,3.188838370584029
40000,2.7521751028441512
42000,4.542024208594752
44000,2.710860468049948
46000,2.4223233888585516
48000,4.375919082083057
50000,2.022897109339163
52000,2.5773302908819358
54000,4.041456793739487
56000,2.2694467677416377
58000,2.357229412627002
60000,3.749274959117971
62000,3.15049634943484
