step,stat/ep_constraint_violation
2000,9.7
4000,9.1
6000,18.5
8000,7.9
10000,7.9
12000,16.2
14000,7.2
16000,8.4
18000,19.1
20000,8.6
22000,7.7
24000,19.4
26000,7.1
28000,7.7
30000,18.7
32000,7.2
34000,8.6
36000,18.7
38000,7.7
40000,8.5
42000,17.9
44000,9.5
46000,7.6
48000,20.4
50000,7.1
52000,8.8
54000,19.4
56000,7.7
58000,7.6
60000,17.7
62000,7.4
