step,adv_reward/adv_reward_raw_min
2000,-11.924745559692383
4000,-10.800567626953125
6000,40.607154846191406
8000,-12.5762357711792
10000,19.88564109802246
12000,-23.92673110961914
14000,277.6650390625
16000,18.483339309692383
18000,18.404903411865234
20000,-10.4800443649292
22000,-13.166238784790039
24000,174.74156188964844
26000,14.13784122467041
28000,35.919254302978516
30000,205.96636962890625
32000,130.58334350585938
34000,-11.789291381835938
36000,-22.71736717224121
38000,391.4662780761719
40000,-11.46650505065918
42000,-24.65229606628418
44000,-9.380732536315918
46000,328.2733154296875
48000,-12.892219543457031
50000,-23.53404426574707
52000,284.01129150390625
54000,168.6339569091797
56000,-11.540173530578613
58000,68.36026763916016
60000,177.2449188232422
62000,-11.564667701721191
64000,-13.316703796386719
66000,-22.64459991455078
68000,-9.616644859313965
70000,150.4132080078125
72000,355.9068908691406
74000,-12.368921279907227
76000,-12.788935661315918
78000,49.13189697265625
80000,45.01356887817383
82000,161.6285400390625
84000,135.7957763671875
86000,323.189697265625
88000,-21.779375076293945
90000,-22.652681350708008
92000,-12.734302520751953
94000,224.2490997314453
96000,39.01353073120117
98000,83.5298080444336
100000,-12.075141906738281
