step,adv_reward/adv_reward_scaled_max
2000,14.639253616333008
4000,12.108499526977539
6000,45.015987396240234
8000,9.86046028137207
10000,38.00334548950195
12000,6.087155342102051
14000,302.2339172363281
16000,30.935054779052734
18000,24.247650146484375
20000,12.030564308166504
22000,7.9323811531066895
24000,189.33917236328125
26000,27.079133987426758
28000,54.427825927734375
30000,217.33856201171875
32000,150.59510803222656
34000,14.660295486450195
36000,7.4219255447387695
38000,397.7182922363281
40000,21.19898796081543
42000,5.272067546844482
44000,38.76580047607422
46000,377.8646545410156
48000,7.087238311767578
50000,9.845151901245117
52000,286.6493835449219
54000,183.171630859375
56000,6.593210220336914
58000,74.0960922241211
60000,181.53076171875
62000,6.541165351867676
64000,11.585565567016602
66000,6.111897945404053
68000,8.849722862243652
70000,153.8871307373047
72000,373.3031005859375
74000,7.084491729736328
76000,14.019294738769531
78000,53.84833526611328
80000,47.87025833129883
82000,179.2417755126953
84000,153.20950317382812
86000,332.0419921875
88000,7.8531670570373535
90000,6.360877513885498
92000,6.762140274047852
94000,240.74224853515625
96000,52.81938934326172
98000,93.24676513671875
100000,7.590137004852295
