step,adv_reward/adv_reward_scaled_min
2000,5.589881420135498
4000,5.948724746704102
6000,41.57608413696289
8000,5.390218257904053
10000,23.41900634765625
12000,2.770843982696533
14000,277.6650390625
16000,22.322072982788086
18000,22.261383056640625
20000,6.054415225982666
22000,5.214547634124756
24000,174.74169921875
26000,19.073551177978516
28000,37.22853088378906
30000,205.9663848876953
32000,130.58583068847656
34000,5.632152080535889
36000,2.9817800521850586
38000,391.4662780761719
40000,5.733945369720459
42000,2.6509006023406982
44000,6.428512096405029
46000,328.2733154296875
48000,5.2955322265625
50000,2.837801694869995
52000,284.01129150390625
54000,168.6341552734375
56000,5.710581302642822
58000,68.51679229736328
60000,177.24502563476562
62000,5.7028303146362305
64000,5.170520782470703
66000,2.9949240684509277
68000,6.346703052520752
70000,150.4138641357422
72000,355.9068908691406
74000,5.4531025886535645
76000,5.326327800750732
78000,49.68843460083008
80000,45.741737365722656
82000,161.6288604736328
84000,135.7975311279297
86000,323.189697265625
88000,3.1552674770355225
90000,2.993462085723877
92000,5.342678070068359
94000,224.2490997314453
96000,40.08726501464844
98000,83.5869369506836
100000,5.543254375457764
