step,adv_reward/adv_reward_scaled_mean
2000,9.892411231994629
4000,8.941507339477539
6000,43.186038970947266
8000,7.429765701293945
10000,32.743736267089844
12000,5.0702667236328125
14000,289.70635986328125
16000,24.9798583984375
18000,23.241426467895508
20000,7.787596702575684
22000,6.168509483337402
24000,184.27110290527344
26000,22.169509887695312
28000,49.13141632080078
30000,211.7014923095703
32000,137.539794921875
34000,9.019889831542969
36000,5.017439842224121
38000,395.2333679199219
40000,10.098654747009277
42000,3.5208077430725098
44000,15.33523178100586
46000,345.3447265625
48000,5.994101524353027
50000,6.604894161224365
52000,285.054443359375
54000,178.475830078125
56000,6.1533002853393555
58000,71.12203216552734
60000,179.19134521484375
62000,6.187860488891602
64000,7.021395683288574
66000,5.046341419219971
68000,7.574794292449951
70000,151.84524536132812
72000,366.2441711425781
74000,6.170279026031494
76000,8.079597473144531
78000,51.441505432128906
80000,47.00316619873047
82000,173.71475219726562
84000,147.23452758789062
86000,326.2470397949219
88000,6.359431743621826
90000,4.480027675628662
92000,6.035351276397705
94000,235.08010864257812
96000,48.966793060302734
98000,86.80196380615234
100000,6.353026390075684
