step,loss/entropy_loss
2000,-0.9060051073630649
4000,-0.8739530573288599
6000,-0.8364121297995248
8000,-0.8091355065504711
10000,-0.7884219308694204
12000,-0.7992105265458425
14000,-0.828644359111786
16000,-0.8293749044338863
18000,-0.810265921552976
20000,-0.8060682932535809
22000,-0.7966417908668518
24000,-0.7721016903718313
26000,-0.7729470153649648
28000,-0.7700699359178543
30000,-0.7780878663063049
32000,-0.7774568299452465
34000,-0.7641212185223898
36000,-0.7424164483944574
38000,-0.7380085239807765
40000,-0.7365422616402307
42000,-0.7325488795836766
44000,-0.727162054181099
46000,-0.7063382705052693
48000,-0.7069848328828809
50000,-0.7029340972503026
52000,-0.6796607146660486
54000,-0.6831397702296576
56000,-0.6863976180553437
58000,-0.6752580881118775
60000,-0.6812498072783152
62000,-0.6979898035526275
64000,-0.691471391916275
66000,-0.6573536743720372
68000,-0.6524745305379231
70000,-0.6363848209381103
72000,-0.6265224993228913
74000,-0.6225570112466812
76000,-0.6328183799982072
78000,-0.63778162697951
80000,-0.6299286047617595
82000,-0.6302132020394007
84000,-0.6129455924034118
86000,-0.5964194913705191
88000,-0.5782339324553807
90000,-0.5867848873138428
92000,-0.5979594935973486
94000,-0.6190855801105499
96000,-0.6086478422085444
98000,-0.617859598994255
100000,-0.6169565866390864
