step,loss/value_loss
2000,267849.17998195754
4000,1356822.5900644807
6000,1665500.082520505
8000,856229.3348432474
10000,1815175.9371340103
12000,1346006.9108811966
14000,810078.2199919475
16000,891680.3721975386
18000,1845131.711015176
20000,490454.9298973135
22000,330149.31702101557
24000,1774920.565782214
26000,531536.5068183063
28000,824848.2436182653
30000,1406892.5546267407
32000,360814.5206895367
34000,390724.81769222935
36000,961303.7735699642
38000,199967.01668046252
40000,83349.16238712758
42000,597017.0325263496
44000,736295.2550854207
46000,1999572.763640808
48000,1995994.7174739544
50000,777416.475066737
52000,1966599.0294150538
54000,1984851.3850844838
56000,699117.8907664891
58000,1956104.9060375132
60000,1950506.094868178
62000,729587.2547283053
64000,1916978.4206677824
66000,1910112.9863867902
68000,703407.7333352955
70000,1887570.5485328075
72000,1761679.441858453
74000,695581.1415111548
76000,1869973.5703746795
78000,1862179.839516074
80000,685838.8292555528
82000,1697335.787902189
84000,1844088.1020951904
86000,649046.1462150213
88000,1793919.0785916313
90000,1671147.6410250054
92000,611730.6258709612
94000,1745049.8430909023
96000,1761297.5530865225
98000,632249.2615068924
100000,1775424.854277375
