step,stat/step_time
2000,0.6469357013702393
4000,0.6445646286010742
6000,0.6526017189025879
8000,0.6291153430938721
10000,0.5824966430664062
12000,0.5986278057098389
14000,0.6167628765106201
16000,0.5591707229614258
18000,0.5662388801574707
20000,0.5876877307891846
22000,0.6296718120574951
24000,0.5764894485473633
26000,0.6053731441497803
28000,0.5768883228302002
30000,0.5522651672363281
32000,0.60770583152771
34000,0.5316746234893799
36000,0.6384837627410889
38000,0.6329319477081299
40000,0.5589084625244141
42000,0.5751299858093262
44000,0.6010522842407227
46000,0.53951096534729
48000,0.5899615287780762
50000,0.5593183040618896
52000,0.5724520683288574
54000,0.5260627269744873
56000,0.5685720443725586
58000,0.5811405181884766
60000,0.5842592716217041
62000,0.5767943859100342
64000,0.5728447437286377
66000,0.5552024841308594
68000,0.583073616027832
70000,0.5502636432647705
72000,0.5669677257537842
74000,0.5739753246307373
76000,0.5346848964691162
78000,0.5487043857574463
80000,0.5778837203979492
82000,0.5318129062652588
84000,0.5614988803863525
86000,0.5374124050140381
88000,0.5717926025390625
90000,0.568880558013916
92000,0.5654036998748779
94000,0.546459436416626
96000,0.5872600078582764
98000,0.5329716205596924
100000,0.560187578201294
