step,stat/ep_reward
2000,0.3809573862489189
4000,0.43964038217775914
6000,0.37782857739906045
8000,0.34445964587629047
10000,0.3314004429345855
12000,0.2710539512576376
14000,0.43481793868010954
16000,0.39258485114597247
18000,0.24602249988949185
20000,0.31435699606124
22000,0.354942383183513
24000,0.27696881388028777
26000,0.3968468340380408
28000,0.3437183426411469
30000,0.3433840840615326
32000,0.40102489742187475
34000,0.4017037019983033
36000,0.3247941855999733
38000,0.2683966979824327
40000,0.3101453580207112
42000,0.2635424534001659
44000,0.2445561019119415
46000,0.2713159653204929
48000,0.2917115240451671
50000,0.3385933393941813
52000,0.26301459625163476
54000,0.2907207586796577
56000,0.3758758716574728
58000,0.42664118809666157
60000,0.3764841762781309
62000,0.3810261061872896
64000,0.4780400364722408
66000,0.41206309583471656
68000,0.48369533690873867
70000,0.26363335141358346
72000,0.43312938444786886
74000,0.34216257084456375
76000,0.26527890289532696
78000,0.18737517948517024
80000,0.27372486733681356
82000,0.2968818713724982
84000,0.3345447544374747
86000,0.35372437998955775
88000,0.3472565382708118
90000,0.3817350737286612
92000,0.24039880396141497
94000,0.3486814251548808
96000,0.4035211737926259
98000,0.42484706235702596
100000,0.36489106284561823
