step,stat/ep_return
2000,5.578992446547801
4000,6.16355618134068
6000,9.008835313949916
8000,8.705159027254277
10000,15.459873696715736
12000,15.38513789172706
14000,18.06780604162343
16000,12.745653741963825
18000,13.648382210924932
20000,17.322628805483344
22000,22.119424305245357
24000,16.419440297020746
26000,20.47650653018074
28000,17.43906787083756
30000,47.51547124494058
32000,44.59432951975091
34000,45.47102532133379
36000,21.002834355479468
38000,22.642823189821506
40000,28.1060996824413
42000,33.014611626715286
44000,11.79372567237529
46000,16.52052522606448
48000,35.68529058214413
50000,30.878085527146375
52000,18.654531265116304
54000,31.39773379832742
56000,39.49996258066274
58000,37.34554686636732
60000,43.034223956812625
62000,54.00607395441459
64000,70.04291358547252
66000,49.983162713906935
68000,50.73735643551123
70000,26.465193018662838
72000,64.37987227859183
74000,31.719743244150493
76000,28.15393574312454
78000,24.057896293769385
80000,38.6158249217785
82000,38.12335064603461
84000,45.25420015803406
86000,42.774223777134814
88000,49.91914442452556
90000,57.2602610592992
92000,23.106713756739886
94000,40.53690769663927
96000,60.52817606889388
98000,63.727059353553884
100000,54.38251954923121
