step,loss/entropy_loss
2000,-0.921756982803345
4000,-0.8816262523333233
6000,-0.8631048768758773
8000,-0.8310078362623852
10000,-0.7895445048809052
12000,-0.7698467771212261
14000,-0.760212888320287
16000,-0.7362060646216075
18000,-0.7068513214588166
20000,-0.7170062144597372
22000,-0.7345777968565624
24000,-0.7253961483637491
26000,-0.7234374483426412
28000,-0.7184339801470438
30000,-0.7200385828812916
32000,-0.6918205161889395
34000,-0.6854304999113083
36000,-0.6738797048727672
38000,-0.6748420397440593
40000,-0.6680459986130396
42000,-0.6640528251727422
44000,-0.6506156325340271
46000,-0.6501906514167786
48000,-0.648722231388092
50000,-0.6485930562019349
52000,-0.6485419869422913
54000,-0.6477473974227905
56000,-0.6477344036102295
58000,-0.6477344036102295
60000,-0.6477344036102295
62000,-0.6477344036102295
64000,-0.6477344036102295
66000,-0.6477038264274597
68000,-0.6477038264274597
70000,-0.6477038264274597
72000,-0.6477038264274597
74000,-0.6476691961288452
76000,-0.6476691961288452
78000,-0.6476691961288452
80000,-0.6476691961288452
82000,-0.6476691961288452
84000,-0.6476525664329529
86000,-0.6476525664329529
88000,-0.6476525664329529
90000,-0.6476525664329529
92000,-0.6476525664329529
94000,-0.6476444005966187
96000,-0.6476444005966187
98000,-0.6476483007272085
100000,-0.6476624011993408
