step,stat/step_time
2000,0.6676497459411621
4000,0.6218369007110596
6000,0.6538846492767334
8000,0.5951838493347168
10000,0.5778377056121826
12000,0.6030471324920654
14000,0.6751606464385986
16000,0.6010434627532959
18000,0.6226069927215576
20000,0.6049911975860596
22000,0.5762457847595215
24000,0.5728766918182373
26000,0.612891435623169
28000,0.5858805179595947
30000,0.6091034412384033
32000,0.6278598308563232
34000,0.5774745941162109
36000,0.639744758605957
38000,0.587395429611206
40000,0.5886552333831787
42000,0.6014754772186279
44000,0.5601465702056885
46000,0.5620734691619873
48000,0.5861697196960449
50000,0.5812852382659912
52000,0.5814461708068848
54000,0.6021568775177002
56000,0.5816168785095215
58000,0.592280387878418
60000,0.6000857353210449
62000,0.5881662368774414
64000,0.5402753353118896
66000,0.5951268672943115
68000,0.5924322605133057
70000,0.5486807823181152
72000,0.5930800437927246
74000,0.6583144664764404
76000,0.5588665008544922
78000,0.5821752548217773
80000,0.5861701965332031
82000,0.5539593696594238
84000,0.5823352336883545
86000,0.6067726612091064
88000,0.5599002838134766
90000,0.5764586925506592
92000,0.573521614074707
94000,0.5322511196136475
96000,0.5730383396148682
98000,0.5826475620269775
100000,0.5598306655883789
