step,stat/step_time
10000,3.691448926925659
20000,3.916369915008545
30000,4.006577968597412
40000,3.849750280380249
50000,3.7750494480133057
60000,4.07576060295105
70000,3.548649549484253
80000,5.541418075561523
90000,3.849591016769409
100000,3.839798927307129
110000,3.780174732208252
120000,3.8482062816619873
130000,3.750077962875366
140000,3.9816768169403076
150000,3.595149278640747
160000,3.9594762325286865
170000,3.8544347286224365
180000,4.166315317153931
190000,4.230626821517944
200000,4.09624457359314
210000,3.807884454727173
220000,4.397798776626587
230000,3.8995463848114014
240000,3.6937015056610107
250000,3.9817659854888916
260000,4.210479736328125
270000,3.719893455505371
280000,4.030462265014648
290000,3.8988304138183594
300000,3.6744043827056885
310000,4.326977491378784
320000,4.117789268493652
330000,4.066999197006226
340000,3.8567912578582764
350000,4.125348091125488
360000,3.9849162101745605
370000,4.017781972885132
380000,3.897676944732666
390000,4.354379415512085
400000,4.249637842178345
410000,3.674006223678589
420000,3.8882181644439697
430000,3.653897285461426
440000,4.1263837814331055
450000,4.029700517654419
460000,3.9025232791900635
470000,4.060221195220947
480000,3.7071006298065186
490000,4.018154859542847
500000,4.256739616394043
