step,loss/value_loss
2000,582947.5037353092
4000,1733287.5087514364
6000,560312.8229433688
8000,560441.6489442611
10000,1204056.868235742
12000,1633960.7274276954
14000,379688.1086923512
16000,1319906.6165925208
18000,836635.7142733244
20000,1087180.8455728858
22000,1898179.0267237592
24000,2642583.3423537277
26000,571063.8192556918
28000,1250358.9052109725
30000,550608.3763799111
32000,251185.0999653468
34000,476789.1141129468
36000,698191.3460145018
38000,540484.4678018156
40000,1686248.4506950162
42000,530083.2493835518
44000,822456.3162393062
46000,651448.7088930537
48000,784700.7391706
50000,1142376.2128107087
52000,549912.6360948279
54000,1080087.5749407467
56000,138597.3079476916
58000,445387.5435839435
60000,381132.71658379136
62000,600654.0147245507
64000,487069.794521896
66000,177740.21098382995
68000,422455.0387240515
70000,465915.31849241734
72000,1411035.7988910298
74000,658614.3860195759
76000,2349335.8225629344
78000,427739.4575220233
80000,299892.2506641193
82000,575687.2822152319
84000,705086.7968120681
86000,809346.0777275334
88000,1839619.981386582
90000,93280.77912978745
92000,788660.7529791872
94000,1039815.4449987374
96000,1474598.2310019466
98000,163289.28705092327
100000,2349651.7901995927
