step,stat/ep_return
10000,72.33874664767912
20000,52.87244235274197
30000,28.502069186107178
40000,57.20712546969664
50000,29.07106107079336
60000,57.07021697818036
70000,72.21350972665596
80000,64.1534152361544
90000,70.3861176192199
100000,42.19354153886469
110000,65.71127739676868
120000,62.514085915994336
130000,32.46888634414228
140000,38.161247545032936
150000,48.52968173802337
160000,41.0396444838771
170000,33.842634613562794
180000,37.372140477544264
190000,71.02549862442848
200000,53.93535362393535
210000,39.44296437001527
220000,54.822433794137474
230000,55.39590701731139
240000,34.065497791172355
250000,47.180049652402445
260000,27.77242621356935
270000,71.51756146794253
280000,68.02856344806688
290000,22.856980536687313
300000,54.00618829884856
310000,18.686681150345642
320000,21.269914735792213
330000,33.05036832525136
340000,21.90871143873064
350000,44.7586799215862
360000,46.8865365448087
370000,34.24100966431663
380000,28.58183380916585
390000,39.376825392128715
400000,54.59225233438158
410000,18.623478191000284
420000,35.903269955206056
430000,42.924824148152275
440000,37.19595656260549
450000,46.1499011358525
460000,47.112010494147064
470000,33.741278911543866
480000,25.902990211526777
490000,46.82336214857505
500000,55.1833949362044
