step,stat/ep_return
2000,5.700918532604478
4000,4.359642236119152
6000,8.962768667290328
8000,11.642293904259336
10000,5.204537026874656
12000,8.784775498771051
14000,12.326260758527543
16000,5.5168669380718764
18000,10.562144148433068
20000,8.100305121346299
22000,4.754950375690016
24000,12.339925720859394
26000,10.88152898879077
28000,6.429809876367983
30000,10.27140958159767
32000,12.150161884227298
34000,6.371650777369917
36000,12.840441624998974
38000,9.773856213383766
40000,6.153705863194382
42000,7.169379053363016
44000,9.564111062881736
46000,5.875546631222168
48000,8.833746912523877
50000,7.055254305917842
52000,8.136645961425963
54000,14.34370392366876
56000,9.333036260029559
58000,5.783477991006974
60000,8.387858836365421
62000,6.420360385280898
64000,7.485328164845131
66000,9.129583959464108
68000,9.5941030959614
70000,5.248288809948219
72000,13.393572688500564
74000,7.800596679934567
76000,3.2281163993449717
78000,9.332451628005145
80000,8.90371126894759
82000,5.596599580040563
84000,12.695534297695199
86000,7.867127285026139
88000,5.8420032298005795
90000,8.86656412237797
92000,11.68014865497118
94000,6.481326124227242
96000,9.807867282691419
98000,8.111091689531454
100000,5.710797630330395
