step,loss/value_loss
2000,120306.04397287677
4000,184176.21231800443
6000,184222.59723818296
8000,160655.71792355605
10000,157506.29722295923
12000,162908.2345648244
14000,123497.23080759976
16000,170368.68829572666
18000,117765.80933655186
20000,125751.71219204219
22000,137224.12849788382
24000,129213.86563377245
26000,89661.4191834293
28000,143805.3710006312
30000,98642.47425843329
32000,120670.34579640868
34000,79846.20229906491
36000,76028.49478540022
38000,76145.85493993502
40000,108383.24624118989
42000,86511.54153914134
44000,87864.54546671356
46000,97060.81054099542
48000,88993.61751322004
50000,82452.09777332938
52000,102824.04274228265
54000,37397.18419376404
56000,50117.67789380155
58000,52625.461017007765
60000,62475.112958813974
62000,56963.63840800726
64000,67874.17449288766
66000,45337.48911064671
68000,40694.342759619336
70000,60214.85832972163
72000,55585.15853272397
74000,39785.030617936885
76000,55306.141228106186
78000,59849.95308002336
80000,42773.12117642531
82000,42424.01889200115
84000,48976.16739006911
86000,20963.33356667552
88000,57128.39409416693
90000,38106.98495799019
92000,27533.57541770716
94000,41921.51019185241
96000,37302.65162510628
98000,34742.04475999892
100000,43219.53999961136
