step,loss/approx_kl
2000,0.09961989079602064
4000,0.16574021546790998
6000,0.49590493366122257
8000,0.4208574011921883
10000,0.0910012990857164
12000,0.06668599511807163
14000,0.32398687849442165
16000,0.22948187539974846
18000,0.36949652060866356
20000,0.25558153415719664
22000,0.20450188778340816
24000,0.2832130881647269
26000,0.25215146703024705
28000,0.19806742655734222
30000,-0.016174912840748824
32000,0.2498365839322408
34000,0.15782781168818474
36000,0.24657595362514256
38000,0.16668177420894306
40000,0.05193083339060346
42000,0.027040476057057578
44000,-0.03537112502381205
46000,-0.03210251528459291
48000,-0.012139405651638905
50000,-0.05061812784212331
52000,-0.030466686879905565
54000,-0.02487989271370073
56000,-0.03523326019446055
58000,-0.04643745626478145
60000,-0.034805998229421674
62000,-0.021758271505435307
64000,-0.028170395782217382
66000,0.00016434897358218772
68000,-0.025053835652458174
70000,0.015053183531078198
72000,-0.07876772981447477
74000,-0.04152841912582517
76000,-0.007198735287723442
78000,-0.011458611193423469
80000,-0.02487354981712997
82000,-0.038354279256115356
84000,-0.036512663293009
86000,-0.03192596027317146
88000,-0.03305228104970107
90000,-0.04114986361625294
92000,-0.011777495429851115
94000,-0.05476781018078327
96000,-0.01970715521213909
98000,-0.028478600705663364
100000,-0.020635393673243622
