step,loss/value_loss
2000,4346230.324064068
4000,7760625.843379748
6000,20985466.34376019
8000,4990055.2175905565
10000,4859603.147771345
12000,4845767.881250402
14000,6737558.755953083
16000,6031321.0538181495
18000,3257486.2935446906
20000,6644011.44574817
22000,1717519.8383820795
24000,15420825.674279246
26000,2502378.4447357585
28000,3441698.7140675625
30000,8481326.207897957
32000,1099092.7566582183
34000,6803420.047889617
36000,6024620.500594672
38000,3676226.6941604028
40000,4057761.0611789497
42000,3397695.1372990706
44000,4342128.053889671
46000,991211.4304969121
48000,1765203.7827697888
50000,626006.4921548627
52000,2667787.233335882
54000,558544.7725876226
56000,1794303.9777602875
58000,3094554.458603682
60000,1226110.5472748168
62000,1073903.5844059945
64000,2611707.066656801
66000,127890.85448479338
68000,243012.75364119964
70000,314449.0957193355
72000,1906335.3852148622
74000,792826.2972466617
76000,10674386.824499749
78000,12722458.673090162
80000,1034428.7644860425
82000,5928401.434250126
84000,5137426.298462919
86000,5747041.559500489
88000,31114538.411948867
90000,19492816.23002442
92000,2170813.6235834076
94000,3263445.492860581
96000,376620.095764167
98000,1269259.6658458249
100000,6531753.573651845
