step,loss/approx_kl
2000,0.0015476039067531626
4000,0.01042238853406161
6000,-0.02779279075718174
8000,-0.013939776682915789
10000,-0.04859533561393618
12000,-0.030684365099295972
14000,-0.053497685988744104
16000,-0.03581562956484656
18000,-0.02878838180719564
20000,-0.045835136451448
22000,0.008719349815510213
24000,-0.04031751550113162
26000,-0.0386435740472128
28000,-0.007972290188384553
30000,-0.035049236224343375
32000,-0.023531437269411985
34000,0.008037505803319318
36000,-0.006313561345450582
38000,0.0008621557693307587
40000,-0.029186251914749543
42000,-0.03177299654732148
44000,-0.028523104459357757
46000,-0.010183285588088136
48000,-0.009494251222349703
50000,-0.021123083455798525
52000,-0.022014287866962457
54000,-0.030879864368277294
56000,-0.012911777454428373
58000,-0.027445003887017573
60000,-0.021651387043918172
62000,-0.007471812524211903
64000,-0.006488279540402195
66000,0.006598137435503304
68000,-0.013972632920679948
70000,-0.004030898523827394
72000,-0.04707349816647669
74000,-0.028592193716516102
76000,-0.014529941789805887
78000,-0.006878190961045523
80000,-0.02078634491190314
82000,-0.035516488327023886
84000,-0.000828852830454707
86000,0.006667128034556905
88000,0.04050363932425778
90000,0.02296251764831444
92000,-0.0024841015304749208
94000,-0.039353188259216645
96000,-0.018071155568274357
98000,-0.019401144127671917
100000,-0.014338439516723155
