step,loss/entropy_loss
2000,-0.9507040669520697
4000,-0.9524506171544391
6000,-0.9522263954083124
8000,-0.9521557966868084
10000,-0.951403506596883
12000,-0.9512894153594971
14000,-0.9513200521469116
16000,-0.951321929693222
18000,-0.9515963792800903
20000,-0.9516241550445557
22000,-0.9515698552131653
24000,-0.9515276362498601
26000,-0.9510246276855467
28000,-0.9508334398269653
30000,-0.9507549405097961
32000,-0.9505343437194824
34000,-0.9504515568415325
36000,-0.950210690498352
38000,-0.9501392841339111
40000,-0.9500352303187054
42000,-0.9499953985214233
44000,-0.9494313597679138
46000,-0.9494050145149231
48000,-0.9493619203567505
50000,-0.9493281245231628
52000,-0.9492892523606619
54000,-0.9491701126098633
56000,-0.9492098877827326
58000,-0.9472579995791117
60000,-0.9452878832817078
62000,-0.9442443251609802
64000,-0.9436684846878052
66000,-0.9435112476348877
68000,-0.9435112476348877
70000,-0.9428802132606506
72000,-0.9427661597728729
74000,-0.9426521062850952
76000,-0.9426521062850952
78000,-0.9426521062850952
80000,-0.9426521062850952
82000,-0.9426521062850952
84000,-0.9426521062850952
86000,-0.9424494504928589
88000,-0.9424494504928589
90000,-0.9424494504928589
92000,-0.9422558546066284
94000,-0.941838264465332
96000,-0.9416475892066956
98000,-0.9416475892066956
100000,-0.9416475892066956
