step,loss/value_loss
10000,190120219.2621835
20000,128662411.96423261
30000,167271171.55141702
40000,201337513.88824773
50000,176229696.72563934
60000,148366450.01987273
70000,230363846.68323892
80000,284708814.1348285
90000,199376059.8035836
100000,279912269.1971804
110000,187867443.9039367
120000,240575805.9297007
130000,160617709.17988068
140000,113836125.78600936
150000,131455438.26131544
160000,95951857.52997063
170000,105133736.93100476
180000,121390792.5962865
190000,153938306.78573266
200000,112363879.09354866
210000,85382824.18714316
220000,147608184.34683275
230000,173888876.51777527
240000,113404094.29719572
250000,208351613.48223227
260000,175814583.34900516
270000,214157764.37378052
280000,165170464.3575055
290000,154464832.87516075
300000,122094338.85061459
310000,108036957.33470008
320000,103997619.7984122
330000,117019804.96098256
340000,66315582.14939977
350000,135286115.42821494
360000,92787657.62678954
370000,103416286.93358989
380000,83627847.67814791
390000,127025430.11582646
400000,102152633.97975555
410000,83094111.12476805
420000,97355811.68216905
430000,74114583.02787755
440000,100749100.42623866
450000,123679437.60082951
460000,66493600.28568651
470000,61799275.08511939
480000,56088523.47029865
490000,112050087.6634099
500000,119362501.2396961
