step,adv_reward/adv_reward_raw_mean
2000,20.261478424072266
4000,288.1759948730469
6000,169.5043182373047
8000,86.37960815429688
10000,40.93613815307617
12000,20.15394401550293
14000,22.876136779785156
16000,191.58316040039062
18000,177.81689453125
20000,50.47284698486328
22000,209.39169311523438
24000,127.96406555175781
26000,120.43943786621094
28000,13.320381164550781
30000,701.4939575195312
32000,232.37159729003906
34000,209.31988525390625
36000,584.7685546875
38000,401.03045654296875
40000,405.72479248046875
42000,393.84027099609375
44000,543.865234375
46000,443.324951171875
48000,572.7708740234375
50000,507.7617492675781
52000,300.01812744140625
54000,466.3373718261719
56000,267.6809387207031
58000,389.97869873046875
60000,543.3480834960938
62000,363.8177185058594
64000,372.311279296875
66000,390.208984375
68000,358.0318298339844
70000,695.151611328125
72000,725.248291015625
74000,339.4132995605469
76000,399.2730712890625
78000,742.95263671875
80000,605.4992065429688
82000,151.48814392089844
84000,746.330810546875
86000,320.64990234375
88000,216.81207275390625
90000,288.90557861328125
92000,639.73193359375
94000,290.0111389160156
96000,723.0189208984375
98000,519.2476196289062
100000,462.9593811035156
