step,adv_reward/adv_reward_raw_max
2000,192.48175048828125
4000,194.48489379882812
6000,186.33383178710938
8000,1.519119381904602
10000,29.507585525512695
12000,79.76522064208984
14000,341.932861328125
16000,130.8787384033203
18000,-9.573235511779785
20000,276.0694885253906
22000,11.924196243286133
24000,95.09812927246094
26000,170.4868621826172
28000,-3.114368200302124
30000,18.75680923461914
32000,246.33863830566406
34000,-6.187893390655518
36000,26.332868576049805
38000,246.64993286132812
40000,94.2158203125
42000,82.95885467529297
44000,27.39379119873047
46000,273.0733642578125
48000,148.38888549804688
50000,4.985159873962402
52000,5.978496074676514
54000,148.43533325195312
56000,-3.8862595558166504
58000,109.89456939697266
60000,18.223310470581055
62000,-8.832386016845703
64000,451.8311462402344
66000,86.22733306884766
68000,197.10549926757812
70000,70.18347930908203
72000,255.7078857421875
74000,192.67529296875
76000,167.99745178222656
78000,75.39883422851562
80000,-3.5244197845458984
82000,250.0601348876953
84000,-9.699468612670898
86000,-8.152453422546387
88000,78.9539794921875
90000,313.1513366699219
92000,320.12744140625
94000,716.3870239257812
96000,252.38333129882812
98000,270.13421630859375
100000,-5.43880558013916
