step,adv_reward/adv_reward_raw_mean
2000,168.62571716308594
4000,116.52369689941406
6000,184.85609436035156
8000,-9.439230918884277
10000,16.99706268310547
12000,78.69324493408203
14000,222.84971618652344
16000,127.5517807006836
18000,-15.00362777709961
20000,269.9772033691406
22000,-4.8228936195373535
24000,92.5654296875
26000,169.3435516357422
28000,-7.581273078918457
30000,14.088958740234375
32000,243.55462646484375
34000,-12.851776123046875
36000,21.972686767578125
38000,242.68251037597656
40000,76.37034606933594
42000,73.44902038574219
44000,-1.3028161525726318
46000,264.8759765625
48000,145.77066040039062
50000,-8.944408416748047
52000,-10.247437477111816
54000,140.35861206054688
56000,-7.864603519439697
58000,103.84901428222656
60000,12.69520378112793
62000,-13.062044143676758
64000,447.44195556640625
66000,84.03959655761719
68000,191.1685333251953
70000,64.31204223632812
72000,254.2661590576172
74000,190.42974853515625
76000,167.4788818359375
78000,70.92704772949219
80000,-10.36421012878418
82000,244.3166961669922
84000,-14.500904083251953
86000,-9.926644325256348
88000,72.5857162475586
90000,311.935302734375
92000,316.9219055175781
94000,713.7239379882812
96000,247.739013671875
98000,267.01446533203125
100000,-10.229644775390625
