step,loss/value_loss
2000,695780.1216251961
4000,754218.7531574916
6000,2209851.8977305596
8000,381937.7053583594
10000,1860642.7681559455
12000,1936187.2729512118
14000,1439584.1910922776
16000,870326.5035121724
18000,1090735.3763571922
20000,945812.3231362909
22000,79926.1312071448
24000,866970.1492227766
26000,1528330.8720097572
28000,955353.1121676213
30000,1214952.219435042
32000,185901.6005411547
34000,323899.8197251089
36000,1430215.03229454
38000,269357.4648924172
40000,549286.1695282469
42000,805243.2561007425
44000,449201.59848895826
46000,1534805.7682836235
48000,525553.8133590575
50000,1456472.704107202
52000,2625579.2607114227
54000,2456580.4091649107
56000,1124424.1750080935
58000,2317427.510535906
60000,2055049.6880218633
62000,973624.0329220805
64000,2055590.8861804572
66000,2376760.6786676873
68000,1009343.7853295862
70000,1625860.8333780882
72000,2373333.9583306466
74000,1061898.4015935385
76000,1585915.7663417556
78000,2553537.940128602
80000,852674.8836425975
82000,1799760.7015267443
84000,2185085.1214695494
86000,1017130.4005713448
88000,1397716.308401601
90000,2005306.6931458078
92000,835863.5223330692
94000,1801551.1607389483
96000,2141819.8207701314
98000,532702.9634762063
100000,1378436.5668707862
