step,stat/ep_reward
2000,0.4417402425319937
4000,0.31763743840295383
6000,0.33600652118361835
8000,0.35863629847114853
10000,0.2572611724845061
12000,0.38453283808037997
14000,0.3655442782931031
16000,0.31108244814869773
18000,0.30324238500852807
20000,0.35014702452257984
22000,0.3341419121519834
24000,0.35598107070006996
26000,0.34092652894897657
28000,0.3661307081138809
30000,0.3745833910957011
32000,0.30440189233478676
34000,0.4049699091150979
36000,0.29597999351796356
38000,0.3707369815776479
40000,0.25395736103831384
42000,0.2851880878843317
44000,0.27655278716380305
46000,0.30865600095182155
48000,0.32141632238929324
50000,0.3066938591225363
52000,0.27742481070493236
54000,0.38224414893135605
56000,0.24516065342530716
58000,0.3012956969895291
60000,0.31040124130909313
62000,0.3070394793024547
64000,0.21790502390425487
66000,0.17527595754903785
68000,0.2718807326140699
70000,0.19998720584987
72000,0.26131953206394626
74000,0.2416140073942211
76000,0.2694897857376425
78000,0.24608329146603086
80000,0.23481942047656768
82000,0.22176280579562624
84000,0.16651216973961697
86000,0.2603368465576504
88000,0.23985019932651713
90000,0.2921325644469969
92000,0.2638514785955666
94000,0.34803993534740246
96000,0.31783651131697765
98000,0.3053284476669565
100000,0.2954537290836473
