step,loss/approx_kl
2000,-0.08085534348307798
4000,0.021079939339930808
6000,-0.11125320898524176
8000,-0.059444605962683764
10000,-0.07158395520721872
12000,-0.05431445694994182
14000,-0.05622022289317101
16000,-0.043037741491571066
18000,-0.060810819462252155
20000,-0.08294278617637853
22000,-0.029659291434412198
24000,-0.08063267494241395
26000,-0.06990512980458638
28000,-0.06573022858550151
30000,0.6601379891236623
32000,0.30536817181855447
34000,0.31898285734156767
36000,0.7712120339274405
38000,0.32839850373566154
40000,0.47615036567052205
42000,0.8321448922157287
44000,0.48427621945738786
46000,0.48548077046871196
48000,0.7637572740515074
50000,0.4364191636443138
52000,0.48116022745768233
54000,0.8068358277281126
56000,0.5712686747312545
58000,0.5465392343699933
60000,0.896292405327161
62000,0.5958583648006122
64000,0.4369830446938674
66000,0.9983992790182432
68000,0.6219920344650746
70000,0.4497958230475585
72000,0.8948583116134008
74000,0.5145206809043884
76000,0.6076085552573205
78000,0.8964393715063732
80000,0.654667571435372
82000,0.6898897702495257
84000,0.9664165367682773
86000,0.6241446082790693
88000,0.5757842014233272
90000,1.0077116469542184
92000,0.6342681673665841
94000,0.5882329275210698
96000,1.0345368544260662
98000,0.5102337854603926
100000,0.6440061211585999
