step,adv_reward/adv_reward_raw_mean
2000,-9.910501480102539
4000,283.4086608886719
6000,190.6962890625
8000,-30.637292861938477
10000,22.25645637512207
12000,317.6241455078125
14000,1227.8115234375
16000,28.359886169433594
18000,204.71424865722656
20000,316.80902099609375
22000,414.2364501953125
24000,230.36558532714844
26000,65.65252685546875
28000,-7.469954967498779
30000,-11.11958122253418
32000,371.4108581542969
34000,-4.921052932739258
36000,-10.340883255004883
38000,-7.045224189758301
40000,84.93995666503906
42000,325.4398498535156
44000,137.09454345703125
46000,-8.58116340637207
48000,-9.773802757263184
50000,-6.9292311668396
52000,-32.02253723144531
54000,-11.18862533569336
56000,-1.0404877662658691
58000,-10.912762641906738
60000,-11.684538841247559
62000,-9.260089874267578
64000,-7.570008277893066
66000,-10.402152061462402
68000,-8.184677124023438
70000,-9.80451488494873
72000,155.03184509277344
74000,-10.273202896118164
76000,-11.031839370727539
78000,-11.076044082641602
80000,-9.486146926879883
82000,-9.948821067810059
84000,-11.668323516845703
86000,-10.60095500946045
88000,-10.938657760620117
90000,383.0272216796875
92000,-9.818586349487305
94000,-10.261918067932129
96000,-11.61268424987793
98000,-7.590761184692383
100000,-11.166247367858887
