step,adv_reward/adv_reward_scaled_mean
2000,6.300158500671387
4000,283.4086608886719
6000,190.6963348388672
8000,5.621443748474121
10000,25.339670181274414
12000,317.6241455078125
14000,1227.8115234375
16000,30.484989166259766
18000,204.7142791748047
20000,316.80902099609375
22000,414.2364501953125
24000,230.3656005859375
26000,65.84064483642578
28000,7.410357475280762
30000,5.902482986450195
32000,371.4108581542969
34000,9.114134788513184
36000,6.1297526359558105
38000,7.426057815551758
40000,84.99750518798828
42000,325.4398498535156
44000,137.0962371826172
46000,6.757823467254639
48000,6.3058905601501465
50000,7.500105857849121
52000,4.832976818084717
54000,5.863714218139648
56000,11.474984169006348
58000,5.952893257141113
60000,5.667209148406982
62000,6.516160011291504
64000,7.771590709686279
66000,6.105533599853516
68000,6.957779407501221
70000,6.334604263305664
72000,155.03233337402344
74000,6.156189918518066
76000,5.8914570808410645
78000,5.906880855560303
80000,6.4118146896362305
82000,6.244598865509033
84000,5.705885410308838
86000,6.115636825561523
88000,5.9283552169799805
90000,383.0272216796875
92000,6.33074951171875
94000,6.153477668762207
96000,5.701108932495117
98000,7.195314884185791
100000,5.852199554443359
