step,loss/entropy_loss
2000,-0.9103085786104202
4000,-0.8670540422201156
6000,-0.8303340882062912
8000,-0.8053629924853641
10000,-0.7935761133829754
12000,-0.7885935763518016
14000,-0.7825778474410375
16000,-0.7919851700464884
18000,-0.8077029486497244
20000,-0.7952931861082713
22000,-0.789789679646492
24000,-0.7640693644682567
26000,-0.7525337864955266
28000,-0.7402718891700107
30000,-0.7379342317581177
32000,-0.7372641563415527
34000,-0.7374106844266256
36000,-0.7403690715630848
38000,-0.7410061955451965
40000,-0.7333817303180694
42000,-0.6979531357685727
44000,-0.6801967730124792
46000,-0.6650143911441166
48000,-0.6587078829606374
50000,-0.6329044808944067
52000,-0.6361730168263117
54000,-0.6443385352691015
56000,-0.6555613100528717
58000,-0.6354517082373301
60000,-0.6207664569218954
62000,-0.5889007637898127
64000,-0.5599454094966253
66000,-0.5461493154366811
68000,-0.5379344214995702
70000,-0.5289998064438503
72000,-0.5161488264799117
74000,-0.5063900997241338
76000,-0.486300911506017
78000,-0.4751679639021556
80000,-0.4861001143852869
82000,-0.4843013405799866
84000,-0.4878391762574513
86000,-0.4934524397055308
88000,-0.4857943803071977
90000,-0.4797776689132055
92000,-0.4856157869100571
94000,-0.48431151310602816
96000,-0.4705511152744294
98000,-0.46244552433490754
100000,-0.4410421500603358
