step,adv_reward/adv_reward_scaled_max
2000,98.512451171875
4000,100.0
6000,100.0
8000,93.51557922363281
10000,99.99983978271484
12000,100.0
14000,100.0
16000,97.85456848144531
18000,100.0
20000,99.99588012695312
22000,98.58464050292969
24000,100.0
26000,100.0
28000,-10.374818801879883
30000,7.883446216583252
32000,100.0
34000,100.0
36000,-16.898963928222656
38000,100.0
40000,-45.28797149658203
42000,100.0
44000,100.0
46000,100.0
48000,58.898128509521484
50000,99.99999237060547
52000,100.0
54000,100.0
56000,100.0
58000,88.62955474853516
60000,67.27601623535156
62000,5.577796936035156
64000,54.658233642578125
66000,99.99452209472656
68000,-2.3055381774902344
70000,-55.16819381713867
72000,100.0
74000,100.0
76000,100.0
78000,99.99998474121094
80000,99.93804931640625
82000,100.0
84000,100.0
86000,100.0
88000,99.99959564208984
90000,-25.724063873291016
92000,97.01924896240234
94000,35.225345611572266
96000,-35.75555419921875
98000,-37.243038177490234
100000,93.46114349365234
