step,adv_reward/adv_reward_raw_max
10000,8.608715057373047
20000,1.673341155052185
30000,1.8177725076675415
40000,3.979083776473999
50000,9.728206634521484
60000,8.063819885253906
70000,10.093332290649414
80000,3.1297426223754883
90000,8.69723129272461
100000,8.012895584106445
110000,10.085576057434082
120000,4.615854740142822
130000,-6.794632911682129
140000,67.79632568359375
150000,65.21735382080078
160000,-5.88148307800293
170000,4.409161567687988
180000,11.727095603942871
190000,29.563623428344727
200000,8.068500518798828
210000,9.30994987487793
220000,11.855290412902832
230000,7.028814315795898
240000,4.543218612670898
250000,7.438904762268066
260000,-100.0
270000,7.089606761932373
280000,15.766101837158203
290000,0.8029940128326416
300000,26.26748275756836
310000,7.385168552398682
320000,7.876807689666748
330000,42.75257873535156
340000,3.768889904022217
350000,1.9253160953521729
360000,6.916364669799805
370000,7.195237159729004
380000,70.18721008300781
390000,-4.843153476715088
400000,6.437507629394531
410000,38.65360641479492
420000,9.681529998779297
430000,7.330415725708008
440000,26.797203063964844
450000,6.055122375488281
460000,6.100707054138184
470000,1.0219922065734863
480000,6.429079055786133
490000,14.29879379272461
500000,8.911449432373047
