step,adv_reward/adv_reward_scaled_max
10000,15.310853958129883
20000,11.257200241088867
30000,11.333613395690918
40000,12.518306732177734
50000,16.036516189575195
60000,14.964591979980469
70000,16.277286529541016
80000,12.043559074401855
90000,15.367534637451172
100000,14.932465553283691
110000,16.27215003967285
120000,12.881990432739258
130000,7.38137149810791
140000,67.95881652832031
150000,65.4101333618164
160000,7.742903709411621
170000,12.763214111328125
180000,17.37874412536621
190000,31.520233154296875
200000,14.967546463012695
210000,15.763171195983887
220000,17.466814041137695
230000,14.31960391998291
240000,12.840170860290527
250000,14.57315444946289
260000,0.019077369943261147
270000,14.357024192810059
280000,20.262805938720703
290000,10.8040771484375
300000,28.668258666992188
310000,14.539779663085938
320000,14.84681224822998
330000,43.5959358215332
340000,12.399713516235352
350000,11.390734672546387
360000,14.250542640686035
370000,14.422181129455566
380000,70.32587432861328
390000,8.170255661010742
400000,13.958688735961914
410000,39.75248336791992
420000,16.00588035583496
430000,14.505821228027344
440000,29.12080192565918
450000,13.728254318237305
460000,13.75560188293457
470000,10.916906356811523
480000,13.953584671020508
490000,19.18954849243164
500000,15.505206108093262
