step,loss/value_loss
2000,575153.6016258149
4000,1074452.5891689726
6000,1906759.4667167768
8000,1113577.1176856246
10000,931701.3893084362
12000,1552940.5285993696
14000,581947.9474435041
16000,1117832.242089966
18000,1617149.8634172913
20000,809141.3327337954
22000,268490.5325898257
24000,1681697.465291664
26000,863166.4966980892
28000,1221850.2250279211
30000,1605439.0354439558
32000,392966.7241671911
34000,1717248.4983497746
36000,600658.7455020592
38000,968052.8844544217
40000,934444.6288563705
42000,1441439.9477536578
44000,976458.4623830976
46000,1313039.725991046
48000,292170.43275270215
50000,763681.4523063297
52000,2781415.5730612786
54000,896756.4620927249
56000,829004.7044543561
58000,209267.4028945113
60000,267285.36219549336
62000,284753.93296064716
64000,485257.62269633653
66000,53719.754466610335
68000,405311.28667284426
70000,1590849.5464644902
72000,149705.2972164433
74000,189576.12373650074
76000,360245.50550316804
78000,2717047.661259203
80000,1170279.7071402706
82000,1718957.8150577426
84000,1729520.3428520232
86000,880530.3997298051
88000,561262.9790008105
90000,819827.2905278348
92000,149188.44970339356
94000,828468.9080703426
96000,478390.3107253698
98000,151035.15535372085
100000,498389.8806365109
