step,loss/policy_loss
2000,0.006647814945609926
4000,0.0019229180590556861
6000,0.013242655622663722
8000,0.002285056021345266
10000,0.027743424667248023
12000,-0.0017006486556913405
14000,0.0014234705527837396
16000,0.1147309460984334
18000,0.007112097840661089
20000,0.05274313360306084
22000,-0.020299350300889727
24000,-0.018021947796288237
26000,0.027689412745859836
28000,-0.004671564873841427
30000,-0.0029436036375807785
32000,0.038956283647271314
34000,0.1537078155986727
36000,-0.006788427825003507
38000,0.11013171820417533
40000,-0.020736992038590647
42000,0.07520934715886936
44000,-0.009804677049669312
46000,-0.009612278875217106
48000,-0.0053238467212822615
50000,-0.00599682265663103
52000,-0.013744319122932964
54000,0.022418078908306424
56000,0.16131410889738484
58000,0.02597668996720435
60000,0.03466120309727534
62000,-0.011487931747464441
64000,-0.005205897797132688
66000,0.015194708697294109
68000,-0.00688901612922541
70000,0.012123581527811431
72000,0.013545042395875473
74000,0.009186892292122793
76000,0.00018381554381141163
78000,0.05387881287028111
80000,0.018093078250447658
82000,-0.007170735887277052
84000,-0.008737895947875203
86000,0.009250355096029941
88000,0.004105375194800404
90000,0.012130307116204818
92000,0.0018156392236409941
94000,-0.01313473026611335
96000,-0.004130948119095508
98000,0.03353199097144241
100000,0.014418035753709929
