step,loss/entropy_loss
2000,-0.9339988122383753
4000,-0.926425787806511
6000,-0.9157974203427633
8000,-0.897174436847369
10000,-0.8671883056561152
12000,-0.8592648853858311
14000,-0.8381774326165518
16000,-0.829507072766622
18000,-0.8352412581443787
20000,-0.8265001505613327
22000,-0.8295975089073181
24000,-0.832252026597659
26000,-0.8403537303209305
28000,-0.827614939212799
30000,-0.8174364437659583
32000,-0.8024781554937362
34000,-0.8160222848256428
36000,-0.8053908437490463
38000,-0.787784763177236
40000,-0.7902945657571157
42000,-0.7856221089760462
44000,-0.7604351133108139
46000,-0.7417176653941471
48000,-0.7302421460549037
50000,-0.7284833441178004
52000,-0.7277802517016729
54000,-0.7045901199181874
56000,-0.7002103090286256
58000,-0.6852967858314515
60000,-0.6819369524717331
62000,-0.6692015568415324
64000,-0.6611924091974895
66000,-0.6806469937165579
68000,-0.7037654985984167
70000,-0.6941177407900493
72000,-0.6688585559527079
74000,-0.6498243769009908
76000,-0.6317414065202078
78000,-0.6311811715364456
80000,-0.6270400563875834
82000,-0.635318965713183
84000,-0.647944739460945
86000,-0.6486067593097686
88000,-0.6392213275035223
90000,-0.6261451462904613
92000,-0.6300887991984685
94000,-0.6300636758406957
96000,-0.6368863840897878
98000,-0.6479839036862055
100000,-0.6300001631180445
