step,adv_reward/adv_reward_raw_min
2000,122.30493927001953
4000,459.8513488769531
6000,176.2872772216797
8000,-22.456470489501953
10000,163.4896240234375
12000,125.1775131225586
14000,326.63970947265625
16000,142.01409912109375
18000,-0.9798689484596252
20000,139.94789123535156
22000,140.94635009765625
24000,174.2418670654297
26000,209.24217224121094
28000,200.63015747070312
30000,-24.82278060913086
32000,163.40939331054688
34000,-14.943918228149414
36000,-22.770153045654297
38000,213.93780517578125
40000,-24.49847412109375
42000,187.93572998046875
44000,95.74369049072266
46000,8.67428207397461
48000,194.28134155273438
50000,-14.988499641418457
52000,-15.381903648376465
54000,-3.455348253250122
56000,163.75645446777344
58000,102.16119384765625
60000,100.41767120361328
62000,60.243289947509766
64000,-100.0
66000,-22.80631446838379
68000,180.9318084716797
70000,137.8118896484375
72000,207.44021606445312
74000,32.4755973815918
76000,126.02810668945312
78000,169.9671173095703
80000,224.42515563964844
82000,176.1348876953125
84000,74.3868637084961
86000,348.4049987792969
88000,29.473297119140625
90000,91.57194519042969
92000,-13.969281196594238
94000,98.36434936523438
96000,-13.035009384155273
98000,14.462071418762207
100000,77.93043518066406
