step,stat/step_time
2000,0.7606151103973389
4000,0.7483978271484375
6000,1.0798587799072266
8000,0.7028002738952637
10000,0.619847297668457
12000,0.6535687446594238
14000,0.6296920776367188
16000,0.5889952182769775
18000,0.6656432151794434
20000,0.6318507194519043
22000,0.587043285369873
24000,0.682274580001831
26000,0.6295187473297119
28000,0.6038587093353271
30000,0.6518802642822266
32000,0.5892500877380371
34000,0.5667600631713867
36000,0.5860319137573242
38000,0.5579490661621094
40000,0.563483476638794
42000,0.576495885848999
44000,0.5847275257110596
46000,0.567173957824707
48000,0.7260990142822266
50000,0.5770065784454346
52000,0.5273251533508301
54000,0.5800046920776367
56000,0.5877249240875244
58000,0.5599901676177979
60000,0.5750696659088135
62000,0.564516544342041
64000,0.7075886726379395
66000,0.639228105545044
68000,0.6044321060180664
70000,0.5368530750274658
72000,0.5865521430969238
74000,0.5739872455596924
76000,1.0680770874023438
78000,0.566631555557251
80000,0.5585651397705078
82000,0.5358617305755615
84000,0.5490217208862305
86000,0.6480197906494141
88000,0.5291414260864258
90000,0.5603606700897217
92000,0.5450522899627686
94000,0.5375115871429443
96000,0.6251649856567383
98000,0.5671484470367432
100000,0.5318081378936768
