step,adv_reward/adv_reward_raw_max
2000,77.51241302490234
4000,349.3830261230469
6000,178.03271484375
8000,74.53458404541016
10000,162.67886352539062
12000,83.92759704589844
14000,321.2042541503906
16000,26.159894943237305
18000,-7.656927585601807
20000,165.00527954101562
22000,0.5007337331771851
24000,85.29881286621094
26000,196.1728515625
28000,35.14773178100586
30000,132.63519287109375
32000,218.2813262939453
34000,213.3799285888672
36000,206.48907470703125
38000,202.2413787841797
40000,192.4790496826172
42000,150.78421020507812
44000,313.6458435058594
46000,367.0412292480469
48000,316.9058837890625
50000,359.85986328125
52000,315.5921325683594
54000,272.1221008300781
56000,211.64779663085938
58000,361.1504821777344
60000,334.2726135253906
62000,306.00439453125
64000,364.1986389160156
66000,220.58245849609375
68000,270.71240234375
70000,651.1810913085938
72000,490.7840881347656
74000,232.53529357910156
76000,383.19378662109375
78000,448.9517822265625
80000,423.58056640625
82000,106.78129577636719
84000,454.036865234375
86000,193.96133422851562
88000,330.46343994140625
90000,66.035888671875
92000,439.89239501953125
94000,196.27389526367188
96000,325.3230895996094
98000,64.86713409423828
100000,26.902109146118164
