step,adv_reward/adv_reward_raw_mean
2000,124.48126220703125
4000,462.1105651855469
6000,176.33432006835938
8000,-14.481123924255371
10000,163.96038818359375
12000,133.2342071533203
14000,330.3040771484375
16000,143.1376495361328
18000,7.0071821212768555
20000,142.84286499023438
22000,142.33383178710938
24000,174.8137664794922
26000,211.0416259765625
28000,201.451416015625
30000,-16.370641708374023
32000,164.01034545898438
34000,-12.972908020019531
36000,-16.90281105041504
38000,215.34100341796875
40000,-16.643678665161133
42000,192.05596923828125
44000,96.67191314697266
46000,10.570581436157227
48000,195.83694458007812
50000,-13.457320213317871
52000,-14.397130966186523
54000,3.490061044692993
56000,172.37356567382812
58000,104.11251831054688
60000,101.34577178955078
62000,68.03704833984375
64000,284.468017578125
66000,-15.755871772766113
68000,182.62548828125
70000,142.5621795654297
72000,216.37281799316406
74000,40.30976104736328
76000,134.48837280273438
78000,177.9171905517578
80000,225.1975555419922
82000,176.79403686523438
84000,81.47512817382812
86000,356.94403076171875
88000,30.600433349609375
90000,92.7378158569336
92000,-12.761719703674316
94000,99.41846466064453
96000,-11.943970680236816
98000,21.782623291015625
100000,78.59739685058594
