step,stat/ep_return
2000,5.475410651126687
4000,6.079988591607704
6000,6.564213060267129
8000,11.11424879653203
10000,14.35441878340398
12000,13.815762608070397
14000,8.896536687563408
16000,8.025629656901312
18000,12.525318829673983
20000,16.959780435860687
22000,24.680506122615796
24000,7.1314596189934205
26000,8.534646567006325
28000,12.976401858802436
30000,21.011980754127904
32000,15.43283111897984
34000,13.92294509010334
36000,19.373364981854813
38000,13.786626117645046
40000,12.764525115934244
42000,25.07266096540882
44000,17.591015930084694
46000,23.207525290830283
48000,17.55996163259668
50000,26.836935990668756
52000,32.49317768810947
54000,26.473141185179134
56000,17.750752881366065
58000,17.55755304466964
60000,25.163151646083314
62000,16.67467690371595
64000,18.561565662223252
66000,31.73197169378376
68000,62.17257436917519
70000,44.43972409089771
72000,56.26457156685798
74000,27.77172909950208
76000,29.59952701962023
78000,30.950895289668516
80000,45.114844113521436
82000,34.091033732895774
84000,29.88974684646653
86000,26.763492633577336
88000,16.22471600501452
90000,28.966274939711603
92000,24.48674970864812
94000,41.21541527359933
96000,49.728422768974674
98000,46.04219877227525
100000,26.095912990728795
