step,adv_reward/adv_reward_raw_min
2000,21.967144012451172
4000,282.98895263671875
6000,156.10304260253906
8000,-13.039840698242188
10000,-8.914294242858887
12000,228.09805297851562
14000,351.2341613769531
16000,55.43534469604492
18000,285.58319091796875
20000,244.68067932128906
22000,2.979295492172241
24000,234.18661499023438
26000,-100.0
28000,94.42279052734375
30000,292.9042053222656
32000,124.79704284667969
34000,-22.49277687072754
36000,-22.22881317138672
38000,465.2602844238281
40000,-22.298521041870117
42000,257.486572265625
44000,-100.0
46000,-12.105001449584961
48000,-22.622678756713867
50000,-24.80331802368164
52000,-22.501680374145508
54000,238.58740234375
56000,314.0978698730469
58000,225.08203125
60000,-13.441573143005371
62000,-14.764204978942871
64000,-14.998043060302734
66000,228.1611785888672
68000,-14.98383617401123
70000,-10.005496978759766
72000,384.8436279296875
74000,-100.0
76000,-24.9759521484375
78000,78.7545166015625
80000,-14.049728393554688
82000,284.61175537109375
84000,188.6267852783203
86000,-14.542706489562988
88000,-13.875897407531738
90000,265.84979248046875
92000,278.6187744140625
94000,271.98260498046875
96000,-13.864253044128418
98000,-13.739310264587402
100000,148.99009704589844
